,0
0,3.889580082494193
1,4.231679345145616
2,4.949788221279891
3,5.227365146978805
4,5.421332616898062
5,5.371975787373204
6,5.5446622801900025
7,5.55882768888483
8,5.8272923536966985
9,6.017018276738619
10,6.253410355494805
11,6.3514682380979455
12,6.287335532871108
13,6.362953434011638
14,6.547526824284019
15,6.241788609344245
16,6.16640596994609
17,6.1446848939310765
18,5.8675184714106114
19,5.873624717591634
20,5.790733422011808
21,5.606147013166828
22,5.561174894211724
23,5.480461166109516
24,5.4544548177400305
25,5.31091156099952
26,5.134454586574438
27,5.039013410222509
28,4.956226396988902
29,4.814786907587967
30,4.760175674199141
31,4.774148959411683
32,4.726944576946847
33,4.7545357300316535
34,4.772484468197561
35,4.802101981052287
36,4.791713613612985
37,4.795332925533008
38,4.820509348766352
39,4.861942806906677
40,4.889302225760112
41,4.924025056716317
42,4.89560234201775
43,4.939143574918184
44,4.9565022727640375
45,4.929206560539924
46,4.9489691656052495
47,4.934085114421415
48,4.931557067058686
49,4.900433625916249
50,4.909760985681222
51,4.90462924665333
52,4.947680603803987
53,4.940161781251014
54,4.927639880769123
55,4.95556418990112
56,4.976214351090747
57,4.998326734229769
58,5.018858295330833
59,5.055563108096555
60,5.051263149406926
61,5.1067963878928335
62,5.129503085699318
63,5.13631993016027
64,5.166362012354659
65,5.165174607050079
66,5.1783030386298154
67,5.189694678592951
68,5.216912969649702
69,5.246955493537273
70,5.270202040900005
71,5.303965771454457
72,5.35291225389187
73,5.362197121918917
74,5.3688682940696015
75,5.3800156406374136
76,5.391724723501411
77,5.380910135415109
78,5.406150799874624
79,5.405022672244866
80,5.417197878839849
81,5.4228183216484664
82,5.381563584182252
83,5.373766507909065
84,5.367843521683976
85,5.35503742377843
86,5.293687015597306
87,5.251938797546733
88,5.236549480080938
89,5.226957777639201
90,5.24529411291456
91,5.241650458839752
92,5.243318734197126
93,5.244465729151988
94,5.273530100029381
95,5.2720015593362115
96,5.268936791476598
97,5.265929172347575
98,5.255229775627235
99,5.2549610553053645
100,5.27737096479011
101,5.273175353740297
102,5.2886724376406855
103,5.29277071567623
104,5.29453963394026
105,5.311914856234447
106,5.3125258259789385
107,5.322888905647019
108,5.321510201126312
109,5.318469228326945
110,5.3358435590094295
111,5.355397945077219
112,5.355574135215959
113,5.355393830073034
114,5.36131860943087
115,5.35166825039047
116,5.351149730188102
117,5.371388250105345
118,5.390074590172903
119,5.420790439035787
120,5.435712736089231
121,5.456524828777947
122,5.493298521530425
123,5.507144441499922
124,5.500506537178711
125,5.531910767851075
126,5.563301518304032
127,5.5888777106767575
128,5.572247641388735
129,5.57771713381293
130,5.572763856281863
131,5.565792475982982
132,5.550661905789685
133,5.558616190217553
134,5.558677021695178
135,5.54896722383772
136,5.542702875831977
137,5.5262362319174
138,5.51576140345165
139,5.5107575226139005
140,5.483612158980185
141,5.481178539866119
142,5.456306335191892
143,5.439482043836852
144,5.425569374852922
145,5.415114197834166
146,5.4214488362490645
147,5.423561220991639
148,5.416039715063862
149,5.413964388941588
150,5.417635627168159
151,5.409881769200172
152,5.399336119224869
153,5.3933809954772425
154,5.4004148380661166
155,5.399643285156319
156,5.41411859757908
157,5.417561417253555
158,5.418354203540242
159,5.424252278018993
160,5.437398243448918
161,5.414909581544114
162,5.405434982407389
163,5.386119867315217
164,5.362788943083961
165,5.339543199185721
166,5.309483448092502
167,5.28368651647344
168,5.272817069345754
169,5.2657752639539535
170,5.245862149780936
171,5.233096255296187
172,5.220776170042834
173,5.196593038009546
174,5.17693236813855
175,5.165757952113483
176,5.149569773474613
177,5.132057204294549
178,5.120138306942822
179,5.113876404433522
180,5.098809465053979
181,5.083720440721644
182,5.073014819125767
183,5.07419163149387
184,5.064793226505459
185,5.064859792140808
186,5.070630746169091
187,5.06988366592116
188,5.085179587820247
189,5.085381471323655
190,5.101691184407806
191,5.119449197607242
192,5.133197636970501
193,5.142880071092087
194,5.162726070475763
195,5.173971454357677
196,5.193064260526759
197,5.204250871812181
198,5.206784761046121
199,5.209820579559393
200,5.203962772571283
201,5.217183103701985
202,5.22484180776512
203,5.2206652430053735
204,5.2291957374770694
205,5.2342502930309305
206,5.231537185528254
207,5.2392173731536245
208,5.2431569978223145
209,5.248709037658306
210,5.2582149415703086
211,5.263380045165406
212,5.273092307793349
213,5.276062092284614
214,5.276582557158636
215,5.288281009968478
216,5.303867370868691
217,5.316116255733448
218,5.315449945236614
219,5.31290398390759
220,5.307469992476655
221,5.306724738345215
222,5.29997552122711
223,5.292603009921475
224,5.286620094066565
225,5.305678848574537
226,5.310997784717365
227,5.317527360182133
228,5.323877416536113
