,0
0,4.3679573492702675
1,4.818230184718867
2,5.4539116414674345
3,6.097893042146718
4,6.224572154139111
5,6.125834938871503
6,6.28202517926862
7,6.3713672462382736
8,6.684072871257016
9,6.878385264329865
10,7.114502236649919
11,7.152827753042883
12,7.0864957019173005
13,7.181224565555731
14,7.379575797180048
15,7.02967977856805
16,6.90511161709003
17,6.896323270611723
18,6.571766424632592
19,6.565477080286003
20,6.481165800402911
21,6.305519941236084
22,6.278171159854632
23,6.185764248363386
24,6.185698719305957
25,6.0280996884593785
26,5.843816692802507
27,5.744928057496426
28,5.667392196836923
29,5.512047110286044
30,5.475022267304811
31,5.500122262786464
32,5.459144212902836
33,5.485958269073815
34,5.502939937195398
35,5.529309829113197
36,5.527087979048829
37,5.522236023864189
38,5.532602480509418
39,5.584314335901241
40,5.606044086420587
41,5.645484245163993
42,5.604319475250319
43,5.6578955857991104
44,5.67469234865962
45,5.648895612097261
46,5.6751801629720005
47,5.653220723461368
48,5.653564847959096
49,5.618349459461875
50,5.621128316699112
51,5.610743847143476
52,5.657673484914493
53,5.644590690731294
54,5.628053986630824
55,5.659788946161828
56,5.677362646501264
57,5.707341234046196
58,5.728385351965356
59,5.780803604842089
60,5.777985706954027
61,5.842556676132112
62,5.877756198900388
63,5.885254470797902
64,5.926812097785855
65,5.937433464805695
66,5.958605084445344
67,5.979727075228686
68,6.013522840577498
69,6.053145214669912
70,6.080071821038561
71,6.1165309804396175
72,6.171654521757865
73,6.180618935205391
74,6.1892304643481975
75,6.208299334095432
76,6.222444768394477
77,6.211022035540534
78,6.236508468719562
79,6.235067947962511
80,6.2488910667713755
81,6.254560625763449
82,6.2062956111081276
83,6.196687520738177
84,6.1943670764725045
85,6.17723634627629
86,6.12292238133881
87,6.098258361788136
88,6.0835706929135895
89,6.0766605956789315
90,6.099252397148604
91,6.09942240652111
92,6.100443994369192
93,6.100639139441748
94,6.129785152204502
95,6.129004433305033
96,6.121413154326681
97,6.117117380160128
98,6.105167521785391
99,6.107901425421777
100,6.129949870553676
101,6.125811104201475
102,6.144584871289475
103,6.154407726282809
104,6.156162752605071
105,6.172534881824035
106,6.175211447385061
107,6.189268977707949
108,6.186627843060724
109,6.182546225107223
110,6.202690255878646
111,6.222240775546067
112,6.22290477951465
113,6.223080981775656
114,6.231540793104293
115,6.219948635930903
116,6.224169059362193
117,6.248780389166741
118,6.269642909146019
119,6.304625427788833
120,6.320619519059038
121,6.342242643378577
122,6.383731359843277
123,6.400889926596456
124,6.393199107113053
125,6.429660981145107
126,6.465004464987444
127,6.487141863721063
128,6.468434759825566
129,6.476360978707119
130,6.469702760077599
131,6.460360215093927
132,6.445919612001394
133,6.455073892152393
134,6.4533660273011915
135,6.441933775915586
136,6.432762385916588
137,6.41610213774227
138,6.407995772765712
139,6.405697288625792
140,6.380645632479923
141,6.376297679073717
142,6.3495428892746
143,6.330809430050412
144,6.3218992128014895
145,6.311757389417462
146,6.318628065485513
147,6.320268161075091
148,6.31324965505075
149,6.31424673074039
150,6.319425764912359
151,6.311876011287898
152,6.297564189511143
153,6.289950334619697
154,6.297812819197476
155,6.296215866186616
156,6.310848212807992
157,6.314348374289197
158,6.3139801138184986
159,6.316632577728348
160,6.329108491830341
161,6.301585830527088
162,6.289720886581482
163,6.263574029772651
164,6.233046213746486
165,6.204253341873251
166,6.165342982612239
167,6.134537746963379
168,6.120387465497766
169,6.109008622569589
170,6.083888486471926
171,6.06855707911826
172,6.052690691448533
173,6.024910637882217
174,6.0035847884166875
175,5.9884102463117195
176,5.968289340850175
177,5.946008494535712
178,5.929222183896226
179,5.920933767612564
180,5.901676773620266
181,5.88323825228462
182,5.868744453091378
183,5.866061335613118
184,5.857564383125438
185,5.858670844832807
186,5.863517717698167
187,5.862384957839909
188,5.8779239292085315
189,5.878720260225029
190,5.897370389298059
191,5.915208915017157
192,5.933710584454572
193,5.944969126034922
194,5.967361476599051
195,5.981605189656295
